年月,隧道和大桥类别,行驶方向,日期,星期,时段,时刻,私家车的士电单车,单层巴士小巴5.5公吨及以下货车,双层巴士及5.5公吨以上货车,车流量
201910,TKOT,EB,2019/10/3,4,6 PM,18,2869,446,169,3484
201910,SMT,WB,2019/10/25,5,6 PM,18,1529,458,192,2179
201910,SMT,EB,2019/10/2,3,8 AM,08,1490,424,229,2143
201910,ABT,SB,2019/10/30,3,7 AM,07,1699,434,328,2461
201910,ABT,NB,2019/10/31,4,7 AM,07,1478,415,304,2197
201910,LRT,SB,2019/10/11,5,7 AM,07,2385,339,338,3062
201910,LRT,NB,2019/10/28,1,5 PM,17,2151,501,323,2975
201910,WHC,SB,2019/10/31,4,9 AM,09,2995,935,487,4417
201910,WHC,NB,2019/10/4,5,5 PM,17,3481,714,239,4434
201910,EHC,SB,2019/10/8,2,7 AM,07,2773,294,119,3186
201910,EHC,NB,2019/10/29,2,6 PM,18,2597,320,152,3069
201910,CHT,SB,2019/10/20,7,9 AM,09,2142,532,184,2858
201910,CHT,NB,2019/10/16,3,11 PM,23,2492,273,219,2984
201910,TSCA,SB,2019/10/29,2,8 AM,08,3235,562,449,4246
201910,TSCA,NB,2019/10/9,3,6 PM,18,2984,436,293,3713
201910,LTL,WB,2019/10/5,6,9 AM,09,3731,605,543,4879
201910,LTL,EB,2019/10/18,5,6 PM,18,3103,568,415,4086
201910,KTT,WB,2019/10/5,6,9 AM,09,,,,2412
201911,TLT,NB,2019/11/14,4,6 PM,18,3048,740,650,4438
201911,KTT,WB,2019/11/30,6,9 AM,09,,,,2480
201911,KTT,EB,2019/11/5,2,9 AM,09,,,,1782
201911,TCT,SB,2019/11/6,3,7 AM,07,2450,314,244,3008
201911,TCT,NB,2019/11/8,5,5 PM,17,2058,456,291,2805
201911,TKOT,WB,2019/11/5,2,7 AM,07,2642,467,188,3297
201911,TKOT,EB,2019/11/5,2,6 PM,18,2896,362,159,3417
201911,SMT,WB,2019/11/15,5,8 AM,08,1846,549,238,2633
201911,SMT,EB,2019/11/6,3,8 AM,08,1438,470,247,2155
201911,ABT,SB,2019/11/6,3,7 AM,07,1817,355,349,2521
201911,ABT,NB,2019/11/29,5,7 AM,07,1436,524,300,2260
201911,LRT,SB,2019/11/27,3,7 AM,07,2469,332,321,3122
201911,LRT,NB,2019/11/5,2,5 PM,17,1982,698,277,2957
201911,WHC,SB,2019/11/25,1,7 AM,07,3521,704,384,4609
201911,WHC,NB,2019/11/22,5,6 PM,18,3524,849,267,4640
201911,EHC,SB,2019/11/15,5,7 AM,07,2505,456,232,3193
201911,EHC,NB,2019/11/25,1,6 PM,18,2247,586,223,3056
201911,CHT,SB,,,,00,,,,0
201911,CHT,NB,,,,00,,,,0
201911,TSCA,SB,2019/11/6,3,8 AM,08,3210,575,450,4235
201911,TSCA,NB,2019/11/21,4,6 PM,18,3029,543,287,3859
201911,TLT,SB,2019/11/15,5,7 AM,07,2984,810,794,4588
201911,LTL,EB,2019/11/15,5,5 PM,17,3142,522,470,4134
201911,LTL,WB,2019/11/13,3,7 AM,07,3431,390,296,4117
201912,LTL,EB,2019/12/13,5,6 PM,18,2986,441,428,3855
201912,LTL,WB,2019/12/16,1,7 AM,07,2992,411,448,3851
201912,TSCA,NB,2019/12/2,1,6 PM,18,2972,472,278,3722
201912,TSCA,SB,2019/12/13,5,8 AM,08,3219,559,421,4199
201912,CHT,NB,,,,00,,,,0
201912,CHT,SB,,,,00,,,,0
201912,EHC,NB,2019/12/12,4,6 PM,18,2480,404,162,3046
201912,EHC,SB,2019/12/3,2,7 AM,07,2624,328,163,3115
201912,WHC,NB,2019/12/20,5,6 PM,18,3434,656,315,4405
201912,WHC,SB,2019/12/16,1,8 AM,08,3237,674,552,4463
201912,LRT,NB,2019/12/9,1,6 PM,18,2246,465,246,2957
201912,LRT,SB,2019/12/11,3,7 AM,07,2512,334,321,3167
201912,ABT,NB,2019/12/10,2,7 AM,07,1585,318,361,2264
201912,ABT,SB,2019/12/3,2,7 AM,07,1803,429,344,2576
201912,SMT,EB,2019/12/5,4,8 AM,08,1442,425,276,2143
201912,SMT,WB,2019/12/6,5,6 PM,18,1716,324,205,2245
201912,TKOT,EB,2019/12/18,3,7 PM,19,2818,396,159,3373
201912,TKOT,WB,2019/12/10,2,8 AM,08,2658,494,207,3359
201912,TCT,NB,2019/12/12,4,6 PM,18,2234,310,250,2794
201912,TCT,SB,2019/12/18,3,7 AM,07,2457,301,275,3033
201912,KTT,EB,2019/12/6,5,9 AM,09,,,,1815
201912,KTT,WB,2019/12/14,6,9 AM,09,,,,2253
201912,TLT,NB,2019/12/17,2,7 PM,19,1910,379,500,2789
201912,TLT,SB,2019/12/13,5,8 AM,08,2300,732,937,3969
202001,CHT,NB,,,,00,,,,0
202001,CHT,SB,,,,00,,,,0
202001,EHC,NB,2020/1/20,1,5 PM,17,2336,581,172,3089
202001,EHC,SB,2020/1/14,2,7 AM,07,2663,303,164,3130
202001,WHC,NB,2020/1/17,5,6 PM,18,3418,650,277,4345
202001,WHC,SB,2020/1/13,1,9 AM,09,3021,1012,530,4563
202001,LRT,NB,2020/1/15,3,6 PM,18,2369,348,265,2982
202001,LRT,SB,2020/1/13,1,7 AM,07,2473,289,342,3104
202001,ABT,NB,2020/1/6,1,7 AM,07,1620,360,284,2264
202001,ABT,SB,2020/1/8,3,7 AM,07,1891,287,355,2533
202001,SMT,EB,2020/1/17,5,8 AM,08,1480,419,279,2178
202001,SMT,WB,2020/1/21,2,6 PM,18,1498,528,184,2210
202001,TKOT,EB,2020/1/14,2,6 PM,18,2880,401,189,3470
202001,TKOT,WB,2020/1/8,3,7 AM,07,2609,485,196,3290
202001,TCT,NB,2020/1/20,1,6 PM,18,2182,344,256,2782
202001,TCT,SB,2020/1/17,5,7 AM,07,2473,295,277,3045
202001,KTT,EB,2020/1/10,5,4 PM,16,,,,1820
202001,KTT,WB,2020/1/18,6,9 AM,09,,,,2465
202001,TLT,NB,2020/1/3,5,7 PM,19,2071,530,588,3189
202001,TLT,SB,2020/1/15,3,8 AM,08,2387,735,1010,4132
202001,LTL,EB,2020/1/10,5,6 PM,18,2842,463,431,3736
202001,LTL,WB,2020/1/6,1,7 AM,07,3108,423,415,3946
202001,TSCA,NB,2020/1/14,2,6 PM,18,2904,445,320,3669
202001,TSCA,SB,2020/1/16,4,8 AM,08,3262,531,462,4255
202002,CHT,NB,2020/2/12,3,5 PM,17,2082,667,201,2950
202002,CHT,SB,2020/2/12,3,10 AM,10,1525,991,279,2795
202002,EHC,NB,2020/2/21,5,6 PM,18,2676,276,118,3070
202002,EHC,SB,2020/2/26,3,8 AM,08,2640,341,261,3242
202002,WHC,NB,2020/2/28,5,6 PM,18,2805,393,223,3421
202002,WHC,SB,2020/2/28,5,9 AM,09,2711,613,346,3670
202002,LRT,NB,2020/2/24,1,6 PM,18,2381,428,165,2974
202002,LRT,SB,2020/2/24,1,8 AM,08,2465,360,312,3137
202002,ABT,NB,2020/2/28,5,8 AM,08,1251,537,210,1998
202002,ABT,SB,2020/2/28,5,6 PM,18,1471,256,201,1928
202002,SMT,EB,2020/2/24,1,6 PM,18,1460,384,146,1990
202002,SMT,WB,2020/2/21,5,8 AM,08,1417,389,229,2035
202002,TKOT,EB,2020/2/27,4,6 PM,18,3001,386,138,3525
202002,TKOT,WB,2020/2/21,5,8 AM,08,2668,362,236,3266
202002,TCT,NB,2020/2/25,2,6 PM,18,2399,244,193,2836
202002,TCT,SB,2020/2/19,3,8 AM,08,2289,356,336,2981
202002,KTT,EB,2020/2/3,1,9 AM,09,,,,1727
202002,KTT,WB,2020/2/1,6,9 AM,09,,,,2263
202002,TLT,NB,2020/2/17,1,6 PM,18,1646,304,346,2296
202002,TLT,SB,2020/2/28,5,8 AM,08,1783,517,803,3103
202002,LTL,EB,2020/2/3,1,6 PM,18,2427,317,264,3008
202002,LTL,WB,2020/2/3,1,7 AM,07,2166,387,384,2937
202002,TSCA,NB,2020/2/24,1,6 PM,18,2836,326,218,3380
202002,TSCA,SB,2020/2/26,3,8 AM,08,2492,437,420,3349
202003,CHT,NB,2020/3/12,4,5 PM,17,1975,803,198,2976
202003,CHT,SB,2020/3/6,5,11 AM,11,1592,952,265,2809
202003,EHC,NB,2020/3/3,2,6 PM,18,2692,268,133,3093
202003,EHC,SB,2020/3/4,3,8 AM,08,2630,312,266,3208
202003,WHC,NB,2020/3/13,5,6 PM,18,2972,451,208,3631
202003,WHC,SB,2020/3/16,1,8 AM,08,3145,545,429,4119
202003,LRT,NB,2020/3/3,2,6 PM,18,2363,462,191,3016
202003,LRT,SB,2020/3/17,2,8 AM,08,2445,388,313,3146
202003,ABT,NB,2020/3/30,1,8 AM,08,1337,395,236,1968
202003,ABT,SB,2020/3/12,4,9 AM,09,1344,399,317,2060
202003,SMT,EB,2020/3/16,1,6 PM,18,1525,375,165,2065
202003,SMT,WB,2020/3/10,2,9 AM,09,1414,435,322,2171
202003,TKOT,EB,2020/3/10,2,6 PM,18,2970,378,179,3527
202003,TKOT,WB,2020/3/19,4,8 AM,08,2528,492,247,3267
202003,TCT,NB,2020/3/10,2,6 PM,18,2349,270,215,2834
202003,TCT,SB,2020/3/12,4,8 AM,08,2214,345,354,2913
202003,KTT,EB,2020/3/26,4,9 AM,09,,,,1779
202003,KTT,WB,2020/3/28,6,9 AM,09,,,,2329
202003,TLT,NB,2020/3/25,3,6 PM,18,1804,510,469,2783
202003,TLT,SB,2020/3/5,4,8 AM,08,2017,535,813,3365
202003,LTL,EB,2020/3/16,1,6 PM,18,2247,384,382,3013
202003,LTL,WB,2020/3/18,3,7 AM,07,1898,392,443,2733
202003,TSCA,NB,2020/3/16,1,6 PM,18,2901,386,230,3517
202003,TSCA,SB,2020/3/10,2,8 AM,08,2978,482,406,3866
202004,ABT,SB,2020/4/28,2,9 AM,09,1335,482,285,2102
202004,SMT,EB,2020/4/3,5,6 PM,18,1252,537,262,2051
202004,SMT,WB,2020/4/29,3,6 PM,18,1537,358,206,2101
202004,TKOT,EB,2020/4/15,3,6 PM,18,2924,417,171,3512
202004,TKOT,WB,2020/4/20,1,8 AM,08,2531,465,294,3290
202004,TCT,NB,2020/4/15,3,6 PM,18,2311,273,234,2818
202004,TCT,SB,2020/4/9,4,8 AM,08,2107,390,376,2873
202004,KTT,EB,2020/4/27,1,9 AM,09,,,,1775
202004,KTT,WB,2020/4/18,6,9 AM,09,,,,2326
202004,TLT,NB,2020/4/29,3,7 PM,19,1872,370,567,2809
202004,TLT,SB,2020/4/29,3,8 AM,08,1944,584,970,3498
202004,LTL,EB,2020/4/29,3,6 PM,18,1748,367,400,2515
202004,LTL,WB,2020/4/28,2,8 AM,08,1540,427,460,2427
202004,TSCA,NB,2020/4/29,3,6 PM,18,2660,438,292,3390
202004,TSCA,SB,2020/4/29,3,8 AM,08,2654,496,434,3584
202004,CHT,NB,2020/4/7,2,4 PM,16,1990,945,280,3215
202004,CHT,SB,2020/4/7,2,11 AM,11,1670,1033,317,3020
202004,EHC,NB,2020/4/29,3,5 PM,17,2408,459,198,3065
202004,EHC,SB,2020/4/14,2,8 AM,08,2583,329,271,3183
202004,WHC,NB,2020/4/29,3,6 PM,18,2953,506,278,3737
202004,WHC,SB,2020/4/29,3,9 AM,09,2830,750,398,3978
202004,LRT,NB,2020/4/9,4,6 PM,18,2270,535,181,2986
202004,LRT,SB,2020/4/27,1,8 AM,08,2462,389,307,3158
202004,ABT,NB,2020/4/18,6,11 AM,11,1305,432,238,1975
202005,CHT,NB,2020/5/5,2,3 PM,15,1934,887,346,3167
202005,CHT,SB,2020/5/9,6,9 AM,09,1602,869,342,2813
202005,EHC,NB,2020/5/6,3,6 PM,18,2579,326,156,3061
202005,EHC,SB,2020/5/7,4,9 AM,09,2353,569,242,3164
202005,WHC,NB,2020/5/29,5,6 PM,18,3344,523,244,4111
202005,WHC,SB,2020/5/18,1,9 AM,09,2929,867,396,4192
202005,LRT,NB,2020/5/11,1,6 PM,18,2301,515,202,3018
202005,LRT,SB,2020/5/27,3,7 AM,07,2453,356,345,3154
202005,ABT,NB,2020/5/9,6,11 AM,11,1258,634,218,2110
202005,ABT,SB,2020/5/14,4,9 AM,09,1402,468,296,2166
202005,SMT,EB,2020/5/21,4,8 AM,08,1459,363,269,2091
202005,SMT,WB,2020/5/29,5,6 PM,18,1673,345,170,2188
202005,TKOT,EB,2020/5/15,5,6 PM,18,2939,406,185,3530
202005,TKOT,WB,2020/5/8,5,8 AM,08,2574,430,291,3295
202005,TCT,NB,2020/5/8,5,6 PM,18,2315,291,229,2835
202005,TCT,SB,2020/5/28,4,7 AM,07,2335,265,291,2891
202005,KTT,EB,2020/5/21,4,9 AM,09,,,,1751
202005,KTT,WB,2020/5/9,6,9 AM,09,,,,2365
202005,TLT,NB,2020/5/5,2,6 PM,18,1774,377,444,2595
202005,TLT,SB,2020/5/7,4,8 AM,08,2252,707,1003,3962
202005,LTL,EB,2020/5/7,4,6 PM,18,1831,384,367,2582
202005,LTL,WB,2020/5/13,3,8 AM,08,1659,403,445,2507
202005,TSCA,NB,2020/5/27,3,6 PM,18,3384,449,271,4104
202005,TSCA,SB,2020/5/26,2,8 AM,08,3126,456,416,3998
202006,CHT,NB,2020/6/9,2,5 PM,17,1971,851,262,3084
202006,CHT,SB,2020/6/20,6,9 AM,09,1567,920,327,2814
202006,EHC,NB,2020/6/24,3,4 PM,16,2260,572,222,3054
202006,EHC,SB,2020/6/24,3,7 AM,07,2705,306,156,3167
202006,WHC,NB,2020/6/24,3,6 PM,18,3367,584,258,4209
202006,WHC,SB,2020/6/22,1,8 AM,08,3191,605,518,4314
202006,LRT,NB,2020/6/24,3,6 PM,18,2484,344,190,3018
202006,LRT,SB,2020/6/3,3,7 AM,07,2497,357,304,3158
202006,ABT,NB,2020/6/16,2,7 AM,07,1382,506,299,2187
202006,ABT,SB,2020/6/11,4,7 AM,07,1650,398,334,2382
202006,SMT,EB,2020/6/29,1,8 AM,08,1505,333,288,2126
202006,SMT,WB,2020/6/30,2,6 PM,18,1653,348,195,2196
202006,TKOT,EB,2020/6/1,1,6 PM,18,2908,347,175,3430
202006,TKOT,WB,2020/6/18,4,7 AM,07,2594,502,209,3305
202006,TCT,NB,2020/6/26,5,6 PM,18,2234,336,241,2811
202006,TCT,SB,2020/6/10,3,7 AM,07,2504,279,240,3023
202006,KTT,EB,2020/6/22,1,9 AM,09,,,,1778
202006,KTT,WB,2020/6/27,6,9 AM,09,,,,2327
202006,TLT,NB,2020/6/15,1,7 PM,19,1831,343,459,2633
202006,TLT,SB,2020/6/12,5,8 AM,08,2574,885,897,4356
202006,LTL,EB,2020/6/19,5,6 PM,18,2081,396,393,2870
202006,LTL,WB,2020/6/18,4,8 AM,08,1832,420,446,2698
202006,TSCA,NB,2020/6/9,2,6 PM,18,2978,468,255,3701
202006,TSCA,SB,2020/6/18,4,8 AM,08,3192,517,428,4137
202007,CHT,NB,2020/7/8,3,5 PM,17,1914,839,255,3008
202007,CHT,SB,2020/7/4,6,9 AM,09,1676,810,326,2812
202007,EHC,NB,2020/7/9,4,6 PM,18,2538,351,127,3016
202007,EHC,SB,2020/7/2,4,6 PM,18,2744,253,127,3124
202007,WHC,NB,2020/7/3,5,6 PM,18,3342,616,252,4210
202007,WHC,SB,2020/7/13,1,8 AM,08,3204,611,541,4356
202007,LRT,NB,2020/7/2,4,6 PM,18,2150,604,233,2987
202007,LRT,SB,2020/7/3,5,6 PM,18,2554,311,213,3078
202007,ABT,NB,2020/7/7,2,7 AM,07,1389,477,293,2159
202007,ABT,SB,2020/7/8,3,8 AM,08,1555,476,321,2352
202007,SMT,EB,2020/7/6,1,8 AM,08,1444,377,252,2073
202007,SMT,WB,2020/7/3,5,6 PM,18,1269,672,351,2292
202007,TKOT,EB,2020/7/28,2,6 PM,18,2887,395,160,3442
202007,TKOT,WB,2020/7/10,5,7 AM,07,2552,513,174,3239
202007,TCT,NB,2020/7/6,1,6 PM,18,2280,319,241,2840
202007,TCT,SB,2020/7/8,3,7 AM,07,2480,276,250,3006
202007,KTT,EB,2020/7/7,2,9 AM,09,,,,1752
202007,KTT,WB,2020/7/18,6,9 AM,09,,,,2430
202007,TLT,NB,2020/7/17,5,7 PM,19,1903,403,451,2757
202007,TLT,SB,2020/7/7,2,8 AM,08,2260,632,934,3826
202007,LTL,EB,2020/7/3,5,6 PM,18,1929,363,418,2710
202007,LTL,WB,2020/7/10,5,8 AM,08,1778,416,478,2672
202007,TSCA,NB,2020/7/17,5,6 PM,18,2971,441,269,3681
202007,TSCA,SB,2020/7/10,5,8 AM,08,3088,564,386,4038
202008,CHT,NB,2020/8/17,1,5 PM,17,1907,758,276,2941
202008,CHT,SB,2020/8/25,2,7 AM,07,1876,589,309,2774
202008,TSCA,SB,2020/8/31,1,8 AM,08,2691,472,400,3563
202008,TSCA,NB,2020/8/21,5,6 PM,18,3081,476,279,3836
202008,LTL,WB,2020/8/31,1,7 AM,07,1730,420,463,2613
202008,LTL,EB,2020/8/28,5,6 PM,18,1697,370,425,2492
202008,TLT,SB,2020/8/21,5,8 AM,08,1908,633,985,3526
202008,TLT,NB,2020/8/18,2,6 PM,18,1751,379,483,2613
202008,KTT,WB,2020/8/15,6,9 AM,09,,,,2336
202008,KTT,EB,2020/8/28,5,4 PM,16,,,,1785
202008,TCT,SB,2020/8/19,3,12 PM,12,2342,294,217,2853
202008,TCT,NB,2020/8/21,5,6 PM,18,2324,297,214,2835
202008,TKOT,WB,2020/8/26,3,8 AM,08,2481,477,244,3202
202008,TKOT,EB,2020/8/7,5,6 PM,18,2852,424,163,3439
202008,SMT,WB,2020/8/28,5,6 PM,18,1569,415,224,2208
202008,SMT,EB,2020/8/24,1,6 PM,18,1497,433,192,2122
202008,ABT,SB,2020/8/20,4,6 PM,18,1531,216,321,2068
202008,ABT,NB,2020/8/22,6,11 AM,11,1437,310,256,2003
202008,LRT,SB,2020/8/28,5,8 AM,08,2320,449,297,3066
202008,LRT,NB,2020/8/28,5,6 PM,18,2449,359,206,3014
202008,WHC,SB,2020/8/31,1,8 AM,08,2869,562,493,3924
202008,WHC,NB,2020/8/28,5,6 PM,18,3284,541,254,4079
202008,EHC,SB,2020/8/27,4,9 AM,09,2286,609,213,3108
202008,EHC,NB,2020/8/28,5,5 PM,17,2426,462,161,3049
202009,KTT,WB,2020/9/12,6,9 AM,09,,,,2260
202009,KTT,EB,2020/9/28,1,9 AM,09,,,,1751
202009,TCT,NB,2020/9/3,4,6 PM,18,2292,291,232,2815
202009,TKOT,WB,2020/9/24,4,8 AM,08,2558,493,203,3254
202009,TKOT,EB,2020/9/9,3,6 PM,18,2879,399,158,3436
202009,SMT,WB,2020/9/30,3,6 PM,18,1551,453,265,2269
202009,SMT,EB,2020/9/22,2,8 AM,08,1307,506,287,2100
202009,ABT,SB,2020/9/29,2,7 AM,07,1375,777,357,2509
202009,ABT,NB,2020/9/29,2,7 AM,07,1089,783,329,2201
202009,LRT,SB,2020/9/29,2,7 AM,07,2171,561,319,3051
202009,LRT,NB,2020/9/22,2,6 PM,18,2357,474,194,3025
202009,WHC,SB,2020/9/25,5,8 AM,08,3121,603,529,4253
202009,WHC,NB,2020/9/25,5,6 PM,18,3559,632,261,4452
202009,EHC,SB,2020/9/30,3,7 AM,07,2695,308,146,3149
202009,EHC,NB,2020/9/7,1,6 PM,18,2562,330,153,3045
202009,CHT,SB,2020/9/26,6,8 AM,08,1752,712,359,2823
202009,CHT,NB,2020/9/14,1,5 PM,17,1997,786,284,3067
202009,TSCA,SB,2020/9/30,3,8 AM,08,3158,500,427,4085
202009,TSCA,NB,2020/9/16,3,6 PM,18,3100,460,311,3871
202009,LTL,WB,2020/9/29,2,8 AM,08,2560,696,971,4227
202009,LTL,EB,2020/9/29,2,6 PM,18,2704,661,822,4187
202009,TLT,SB,2020/9/28,1,8 AM,08,2354,699,1009,4062
202009,TLT,NB,2020/9/30,3,6 PM,18,1836,463,566,2865
202009,TCT,SB,2020/9/23,3,7 AM,07,2476,278,265,3019
202010,CHT,NB,2020/10/19,1,3 PM,15,1674,950,368,2992
202010,TSCA,SB,2020/10/16,5,8 AM,08,3144,555,417,4116
202010,EHC,NB,2020/10/21,3,5 PM,17,2400,454,209,3063
202010,EHC,SB,2020/10/7,3,7 AM,07,2762,295,163,3220
202010,WHC,NB,2020/10/9,5,6 PM,18,3407,582,287,4276
202010,WHC,SB,2020/10/27,2,8 AM,08,3148,625,544,4317
202010,LRT,NB,2020/10/6,2,5 PM,17,2211,529,231,2971
202010,LRT,SB,2020/10/7,3,7 AM,07,2461,337,292,3090
202010,ABT,NB,2020/10/8,4,7 AM,07,1278,655,300,2233
202010,ABT,SB,2020/10/8,4,7 AM,07,1689,496,341,2526
202010,SMT,EB,2020/10/27,2,8 AM,08,1515,399,247,2161
202010,SMT,WB,2020/10/30,5,8 AM,08,1541,368,347,2256
202010,TKOT,EB,2020/10/21,3,6 PM,18,2905,388,168,3461
202010,TKOT,WB,2020/10/21,3,7 AM,07,2611,502,207,3320
202010,TCT,NB,2020/10/21,3,6 PM,18,2255,311,254,2820
202010,TCT,SB,2020/10/7,3,7 AM,07,2524,261,203,2988
202010,KTT,EB,2020/10/30,5,4 PM,16,,,,1776
202010,KTT,WB,2020/10/17,6,9 AM,09,,,,2425
202010,TLT,NB,2020/10/30,5,6 PM,18,1870,490,587,2947
202010,TLT,SB,2020/10/27,2,8 AM,08,2436,745,1050,4231
202010,LTL,EB,2020/10/23,5,6 PM,18,2294,346,390,3030
202010,LTL,WB,2020/10/28,3,7 AM,07,1855,421,540,2816
202010,TSCA,NB,2020/10/19,1,6 PM,18,3064,449,270,3783
202010,CHT,SB,2020/10/31,6,9 AM,09,1638,884,315,2837
202011,KTT,EB,2020/11/19,4,9 AM,09,,,,1794
202011,KTT,WB,2020/11/14,6,9 AM,09,,,,2444
202011,TLT,NB,2020/11/23,1,6 PM,18,2177,599,599,3375
202011,TLT,SB,2020/11/16,1,8 AM,08,2254,684,980,3918
202011,LTL,EB,2020/11/6,5,6 PM,18,2224,386,414,3024
202011,LTL,WB,2020/11/13,5,7 AM,07,1897,462,512,2871
202011,TSCA,NB,2020/11/4,3,6 PM,18,3067,437,257,3761
202011,TSCA,SB,2020/11/12,4,8 AM,08,3095,573,454,4122
202011,CHT,NB,2020/11/16,1,5 PM,17,1797,873,319,2989
202011,CHT,SB,2020/11/5,4,10 PM,22,2422,193,201,2816
202011,EHC,NB,2020/11/5,4,6 PM,18,2549,350,160,3059
202011,EHC,SB,2020/11/13,5,7 AM,07,2740,300,163,3203
202011,WHC,NB,2020/11/6,5,6 PM,18,3404,581,277,4262
202011,WHC,SB,2020/11/2,1,8 AM,08,3221,641,528,4390
202011,LRT,NB,2020/11/23,1,5 PM,17,2073,642,272,2987
202011,LRT,SB,2020/11/4,3,7 AM,07,2446,336,288,3070
202011,ABT,NB,2020/11/3,2,7 AM,07,1456,463,324,2243
202011,ABT,SB,2020/11/4,3,8 AM,08,1585,664,364,2613
202011,SMT,EB,2020/11/5,4,8 AM,08,1494,386,290,2170
202011,SMT,WB,2020/11/25,3,6 PM,18,1628,431,237,2296
202011,TKOT,EB,2020/11/23,1,6 PM,18,2906,351,177,3434
202011,TKOT,WB,2020/11/12,4,7 AM,07,2621,477,235,3333
202011,TCT,NB,2020/11/19,4,6 PM,18,2252,312,254,2818
202011,TCT,SB,2020/11/20,5,7 AM,07,2413,289,273,2975
202012,CHT,NB,2020/12/3,4,5 PM,17,1842,817,283,2942
202012,TSCA,SB,2020/12/1,2,8 AM,08,2766,520,458,3744
202012,EHC,NB,2020/12/17,4,6 PM,18,2545,353,160,3058
202012,EHC,SB,2020/12/18,5,8 AM,08,2438,412,291,3141
202012,WHC,NB,2020/12/21,1,5 PM,17,3194,556,241,3991
202012,WHC,SB,2020/12/1,2,8 AM,08,2748,623,526,3897
202012,LRT,NB,2020/12/21,1,5 PM,17,2190,553,227,2970
202012,LRT,SB,2020/12/22,2,8 AM,08,2160,603,324,3087
202012,ABT,NB,2020/12/24,4,10 AM,10,1478,439,298,2215
202012,ABT,SB,2020/12/1,2,7 AM,07,1474,495,367,2336
202012,SMT,EB,2020/12/21,1,4 PM,16,1418,451,216,2085
202012,SMT,WB,2020/12/18,5,6 PM,18,1668,341,187,2196
202012,TKOT,EB,2020/12/14,1,6 PM,18,2861,400,174,3435
202012,TKOT,WB,2020/12/1,2,7 AM,07,2622,389,217,3228
202012,TCT,NB,2020/12/24,4,5 PM,17,2127,419,279,2825
202012,TCT,SB,2020/12/1,2,7 AM,07,2341,310,286,2937
202012,KTT,EB,2020/12/3,4,9 AM,09,,,,1790
202012,KTT,WB,2020/12/12,6,9 AM,09,,,,2456
202012,TLT,NB,2020/12/21,1,6 PM,18,2184,423,445,3052
202012,TLT,SB,2020/12/1,2,8 AM,08,1946,624,973,3543
202012,LTL,EB,2020/12/2,3,6 PM,18,2674,593,735,4002
202012,LTL,WB,2020/12/2,3,7 AM,07,2523,684,930,4137
202012,TSCA,NB,2020/12/11,5,6 PM,18,3006,469,268,3743
202012,CHT,SB,2020/12/19,6,11 AM,11,1783,791,263,2837
202101,TSCA,NB,2021/1/15,5,6 PM,18,3063,396,273,3732
202101,TSCA,SB,2021/1/26,2,8 AM,08,2553,536,454,3543
202101,LTL,EB,2021/1/15,5,6 PM,18,,,,2359
202101,TLT,SB,2021/1/21,4,8 AM,08,1747,554,847,3148
202101,TLT,NB,2021/1/25,1,7 PM,19,1901,375,452,2728
202101,KTT,WB,2021/1/30,6,9 AM,09,,,,2419
202101,KTT,EB,2021/1/4,1,9 AM,09,,,,1816
202101,TCT,SB,2021/1/7,4,8 AM,08,2151,411,373,2935
202101,TCT,NB,2021/1/29,5,6 PM,18,2287,328,214,2829
202101,TKOT,WB,2021/1/29,5,8 AM,08,2555,429,279,3263
202101,TKOT,EB,2021/1/5,2,6 PM,18,2911,367,164,3442
202101,SMT,WB,2021/1/29,5,6 PM,18,1563,420,174,2157
202101,SMT,EB,2021/1/27,3,8 AM,08,1373,382,303,2058
202101,ABT,SB,2021/1/8,5,6 PM,18,1894,170,160,2224
202101,ABT,NB,2021/1/30,6,10 AM,10,1357,458,251,2066
202101,LRT,SB,2021/1/14,4,8 AM,08,2377,459,349,3185
202101,LRT,NB,2021/1/19,2,6 PM,18,2079,708,207,2994
202101,WHC,SB,2021/1/12,2,9 AM,09,2684,814,474,3972
202101,WHC,NB,2021/1/29,5,6 PM,18,3160,573,260,3993
202101,EHC,SB,2021/1/7,4,8 AM,08,2463,392,300,3155
202101,EHC,NB,2021/1/15,5,5 PM,17,2386,521,178,3085
202101,CHT,SB,2021/1/16,6,9 AM,09,1603,890,334,2827
202101,CHT,NB,2021/1/13,3,4 PM,16,1849,867,325,3041
202101,LTL,WB,2021/1/14,4,8 AM,08,,,,2160
202102,TSCA,SB,2021/2/25,4,8 AM,08,2897,465,408,3770
202102,TSCA,NB,2021/2/3,3,6 PM,18,2968,443,343,3754
202102,LTL,WB,2021/2/24,3,8 AM,08,,,,2185
202102,LTL,EB,2021/2/26,5,6 PM,18,,,,2548
202102,TLT,SB,2021/2/1,1,8 AM,08,1999,607,882,3488
202102,TLT,NB,2021/2/3,3,6 PM,18,1644,375,521,2540
202102,KTT,WB,2021/2/6,6,9 AM,09,,,,2478
202102,KTT,EB,2021/2/25,4,9 AM,09,,,,1810
202102,TCT,SB,2021/2/26,5,7 AM,07,2384,282,303,2969
202102,TCT,NB,2021/2/26,5,6 PM,18,2375,291,231,2897
202102,TKOT,WB,2021/2/4,4,8 AM,08,2574,378,286,3238
202102,TKOT,EB,2021/2/22,1,6 PM,18,2984,368,141,3493
202102,SMT,WB,2021/2/5,5,6 PM,18,1580,409,201,2190
